2194858; ;Философия
2200394; ;Природопользование
2200741; ;Филология
2218275; ;Социология
2218944; ;Лингвистика. Перевод и переводоведение
2219150; ;Филология
2231505; ;Организация работы с молодежью
2233276;https://vk.com/club2233276;немецкий
2233652; ;Лингвистика. Перевод и переводоведение
2235405; ;Инноватика
2258720; ;Организация работы с молодежью
2258789; ;культурология
2321857; ;Лингвистика. Перевод и переводоведение
2352711; ;Природопользование
2356436; ;Социальная работа
2414781; ;Реклама и связи с общественностью
2440122; ;Лингвистика. Перевод и переводоведение
2447686; ;история
2452691; ;Организация работы с молодежью
2473585; ;Гидрометеорология
2483290; ;Инноватика
2483715;https://vk.com/club2483715;немецкий
2485168; ;Гидрометеорология
2492129; ;Природопользование
2526718; ;физика
2556036; ;Философия
2556148;https://vk.com/club2556148;немецкий
2565184; ;Организация работы с молодежью
2589177; ;Лингвистика. Перевод и переводоведение
2598070; ;Инноватика
2604037; ;Природопользование
2645090; ;Реклама и связи с общественностью
2651344; ;культурология
2660812; ;Организация работы с молодежью
2672569; ;Филология
2682033; ;Природопользование
2682332; ;Лингвистика. Перевод и переводоведение
2740168; ;Организация работы с молодежью
2795136; ;Природопользование
2827621; ;Физика
2828635; ;Управление качеством
2892301; ;Политология
2980565; ;культура
3008629;https://vk.com/club3008629;немецкий
3033227; ;Физика
3119662; ;Инноватика
3148892;https://vk.com/club3148892;немецкий
3161856; ;Социальная работа
3168083; ;Лингвистика. Перевод и переводоведение
3174787; ;культурология
3188014; ;иностранные языки
3209293; ;Филология
3241857; ;иностранные языки
3265005; ;культурология
3268096;https://vk.com/spraachen;немецкий
3290076; ;Организация работы с молодежью
3291025; ;психология
3425667; ;Лингвистика. Перевод и переводоведение
3429960; ;Социальная работа
3430819; ;Социальная работа
3431828; ;история
3448599; ;Филология
3488656; ;искусство
3518395; ;Лингвистика. Перевод и переводоведение
3531775; ;Социальная работа
3544742; ;Социальная работа
3613499; ;Организация работы с молодежью
3618072; ;Политология
3654196; ;Социальная работа
3654420;https://vk.com/ivanova_potapov_project;немецкий
3660240; ;Социальная работа
3673043; ;Лингвистика. Перевод и переводоведение
3704137; ;Физика
3712078; ;история
3721828; ;Организация работы с молодежью
3736334; ;Филология
3738734; ;Физика
3752955; ;Международные отношения
3754163; ;искусство
3757079; ;Философия
3771555; ;Управление качеством
3791011; ;Лингвистика. Перевод и переводоведение
3819869; ;история
3831413; ;Лингвистика. Перевод и переводоведение
3840605; ;Лингвистика. Перевод и переводоведение
3855883; ;Физика
3856872; ;Организация работы с молодежью
3862791; ;Организация работы с молодежью
3874699; ;Организация работы с молодежью
3893462; ;история
3926240; ;Организация работы с молодежью
3936619; ;Лингвистика. Перевод и переводоведение
3939208; ;Организация работы с молодежью
3950858; ;Гидрометеорология
3983097; ;литература
3996185; ;Литературное творчество
4008643; ;Физика
4032030; ;Социальная работа
4033117; ;Лингвистика. Перевод и переводоведение
4053934; ;Социальная работа
4076166; ;Организация работы с молодежью
4077287;https://vk.com/club4077287;немецкий
4081906; ;Политология
4124967; ;Лингвистика. Перевод и переводоведение
4132938; ;Политология
4135531; ;Лингвистика. Перевод и переводоведение
4157648; ;Социальная работа
4185250; ;Гидрометеорология
4192088; ;вуз
4215575; ;философия
4235322; ;Философия
4257735; ;Философия
4278287; ;Философия
4282994; ;Лингвистика. Перевод и переводоведение
4306069; ;Социология
4316428; ;Лингвистика. Перевод и переводоведение
4358323; ;культурология
4391366; ;психология
4413056; ;Лингвистика. Перевод и переводоведение
4487718; ;Природопользование
4504721; ;Лингвистика. Перевод и переводоведение
4524523; ;Социальная работа
4541314; ;Лингвистика. Перевод и переводоведение
4546949; ;Лингвистика. Перевод и переводоведение
4549132; ;Организация работы с молодежью
4575242;https://vk.com/club4575242;немецкий
4593851; ;Лингвистика. Перевод и переводоведение
4623833; ;Инноватика
4688174; ;Лингвистика. Перевод и переводоведение
4732569; ;история
4771535;https://vk.com/club4771535;немецкий
4789080; ;Социальная работа
4789435; ;Социальная работа
4808688; ;Лингвистика. Перевод и переводоведение
4808965; ;Социальная работа
4821604; ;Филология
4842800; ;Организация работы с молодежью
4851264; ;Социология
4856040; ;Организация работы с молодежью
4871800; ;Филология
4904689; ;Социология
4913519; ;культурология
4926449; ;история
4932151; ;геология
4935671; ;Организация работы с молодежью
4937659; ;Лингвистика. Перевод и переводоведение
4949059; ;Природопользование
4961797; ;Социальная работа
5015636; ;Лингвистика. Перевод и переводоведение
5041614; ;иностранные языки
5059824; ;Международные отношения
5068878; ;Организация работы с молодежью
5077196;https://vk.com/club5077196;немецкий
5093580;https://vk.com/deutsch_jetzt;немецкий
5111774; ;техника и технологии
5119779; ;Лингвистика. Перевод и переводоведение
5144856; ;Организация работы с молодежью
5163701; ;Литературное творчество
5174108; ;Лингвистика. Перевод и переводоведение
5182181; ;Философия
5200307; ;Природопользование
5237842; ;Организация работы с молодежью
5272985; ;геология
5280536; ;Политология
5295378; ;Физика
5303633; ;Гидрометеорология
5328610; ;Природопользование
5333566; ;Организация работы с молодежью
5333968; ;Природопользование
5374969; ;Инноватика
5411813; ;Социальная работа
5542041; ;Лингвистика. Перевод и переводоведение
5616180; ;Лингвистика. Перевод и переводоведение
5655435; ;Социальная работа
5663328; ;Социальная работа
5677302; ;Инноватика
5685447; ;Философия
5704749; ;Лингвистика. Перевод и переводоведение
5706126; ;Философия
5706361; ;Организация работы с молодежью
5740088; ;Лингвистика. Перевод и переводоведение
5751308; ;Гидрометеорология
5797494; ;Природопользование
5830112;https://vk.com/club5830112;немецкий
5836506; ;Социальная работа
5843140; ;Политология
5863428; ;Лингвистика. Перевод и переводоведение
5875761; ;Организация работы с молодежью
5881832; ;Инноватика
5910241;https://vk.com/club5910241;немецкий
5922245; ;Природопользование
5941940; ;Организация работы с молодежью
5948887; ;Организация работы с молодежью
5961124; ;Лингвистика. Перевод и переводоведение
5977943; ;Лингвистика. Перевод и переводоведение
5979766; ;Социальная работа
5989395; ;Организация работы с молодежью
6017693; ;Природопользование
6055045; ;Лингвистика. Перевод и переводоведение
6111258; ;Организация работы с молодежью
6189804; ;Социальная работа
6205796; ;Организация работы с молодежью
6222142; ;Природопользование
6260728; ;Лингвистика. Перевод и переводоведение
6278502; ;Лингвистика. Перевод и переводоведение
6288932; ;Социальная работа
6307955; ;Политология
6359125; ;Гидрометеорология
6406070; ;Социальная работа
6427260; ;Физика
6436631; ;Лингвистика. Перевод и переводоведение
6511808; ;философия
6512383; ;Философия
6522110; ;Лингвистика. Перевод и переводоведение
6575888; ;Инноватика
6579342; ;Организация работы с молодежью
6583749; ;Организация работы с молодежью
6584482; ;Инноватика
6610231; ;Физика
6622358; ;Инноватика
6635098; ;Организация работы с молодежью
6637480; ;Лингвистика. Перевод и переводоведение
6642059; ;Инноватика
6783469; ;Лингвистика. Перевод и переводоведение
6799046; ;Организация работы с молодежью
6864323; ;Философия
6869298;https://vk.com/club6869298;немецкий
6885132; ;Организация работы с молодежью
6897809; ;Философия
6909720; ;Социальная работа
6937391;https://vk.com/club6937391;немецкий
6957337; ;Филология
6964265; ;издательское дело
6968845;https://vk.com/club6968845;немецкий
6980140; ;геология
6980914; ;Философия
6985707; ;Лингвистика. Перевод и переводоведение
7017693; ;Филология
7019627; ;Социальная работа
7024856;https://vk.com/club7024856;немецкий
7037657; ;Социальная работа
7038721; ;Философия
7080227; ;Лингвистика. Перевод и переводоведение
7094688; ;культурология
7181580; ;Природопользование
7193512; ;математика
7224085; ;Философия
7226766; ;Филология
7228141; ;Социальная работа
7259589; ;Лингвистика. Перевод и переводоведение
7263055; ;Природопользование
7317084; ;Реклама и связи с общественностью
7430168; ;Лингвистика. Перевод и переводоведение
7464004; ;Организация работы с молодежью
7465963; ;Социальная работа
7475546; ;Природопользование
7479464; ;история
7497264; ;культурология
7500596; ;Социальная работа
7531586; ;Организация работы с молодежью
7558812;https://vk.com/funnygerman_group;немецкий
7575757;https://vk.com/club7575757;немецкий
7663312; ;Инноватика
7668259; ;Социология
7698775; ;Социология
7733952; ;Философия
7741183; ;Лингвистика. Перевод и переводоведение
7764763; ;учёба (курсы. программы. ЕГЭ)
7810024; ;Социальная работа
7841758; ;Международные отношения
7844551; ;Организация работы с молодежью
7863926; ;Политология
7877057; ;Лингвистика. Перевод и переводоведение
7880025; ;Социальная работа
7921969; ;Лингвистика. Перевод и переводоведение
7995106; ;наука
8001407; ;Лингвистика. Перевод и переводоведение
8004095; ;Реклама и связи с общественностью
8025981; ;Социология
8026792; ;иностранные языки
8050705; ;Социальная работа
8068727; ;Организация работы с молодежью
8091948; ;Природопользование
8112612; ;учёба (курсы. программы. ЕГЭ)
8117173; ;Социальная работа
8118446; ;Лингвистика. Перевод и переводоведение
8131094; ;Организация работы с молодежью
8143888; ;история
8155122; ;Лингвистика. Перевод и переводоведение
8166101; ;Политология
8173631; ;Лингвистика. Перевод и переводоведение
8224429; ;Гидрометеорология
8263540; ;Организация работы с молодежью
8316716; ;Лингвистика. Перевод и переводоведение
8340830; ;Лингвистика. Перевод и переводоведение
8344342; ;Лингвистика. Перевод и переводоведение
8349115; ;Инноватика
8349448; ;Организация работы с молодежью
8369516;https://vk.com/centr_isucheniya_nemetskogo;немецкий
8372963; ;Международные отношения
8377995; ;Реклама и связи с общественностью
8398374; ;Литературное творчество
8404416; ;физика
8460341; ;Лингвистика. Перевод и переводоведение
8514250;https://vk.com/lern_zone;немецкий
8521029;https://vk.com/club8521029;немецкий
8551564; ;геология
8555432; ;Философия
8560764; ;Управление качеством
8562456; ;Природопользование
8577358; ;Инноватика
8608432; ;Физика
8615582; ;психология
8640040; ;Лингвистика. Перевод и переводоведение
8652971; ;Политология
8656634;https://vk.com/club8656634;немецкий
8697170; ;Философия
8710332; ;Организация работы с молодежью
8735119; ;Социальная работа
8776670; ;культурология
8789995; ;культурология
8790190; ;Политология
8828099;https://vk.com/club8828099;немецкий
8830155; ;физика
8840406; ;Организация работы с молодежью
8853278; ;Лингвистика. Перевод и переводоведение
8854003; ;Управление качеством
8948356; ;Природопользование
8953649; ;Инноватика
8954169; ;Политология
8963344;https://vk.com/club8963344;немецкий
8970971; ;Инноватика
8971854; ;история
9000111; ;Природопользование
9021249; ;Инноватика
9045106;https://vk.com/club9045106;немецкий
9084693; ;искусство
9086785; ;Управление качеством
9093254; ;Лингвистика. Перевод и переводоведение
9100483; ;Организация работы с молодежью
9120743; ;Лингвистика. Перевод и переводоведение
9121769; ;Лингвистика. Перевод и переводоведение
9122696; ;Социальная работа
9151329; ;Организация работы с молодежью
9187561; ;Организация работы с молодежью
9207331; ;Социальная работа
9215919; ;Управление качеством
9226339; ;Политология
9246537; ;геология
9253143; ;Природопользование
9268177; ;Лингвистика. Перевод и переводоведение
9284830; ;Социальная работа
9298781; ;культурология
9317073; ;история
9325174; ;культурология
9353287; ;Лингвистика. Перевод и переводоведение
9389119; ;Лингвистика. Перевод и переводоведение
9389173; ;Лингвистика. Перевод и переводоведение
9393338; ;литература
9412922; ;искусство
9426554;https://vk.com/club9426554;немецкий
9432128; ;Природопользование
9440765; ;Социальная работа
9464801; ;Инноватика
9466130; ;Социальная работа
9471321; ;Филология
9526024; ;Лингвистика. Перевод и переводоведение
9546588; ;Лингвистика. Перевод и переводоведение
9557707; ;Лингвистика. Перевод и переводоведение
9587072; ;Социальная работа
9598044; ;Международные отношения
9602745; ;Организация работы с молодежью
9603873; ;Лингвистика. Перевод и переводоведение
9608381; ;Социальная работа
9617962; ;Лингвистика. Перевод и переводоведение
9642590; ;геология
9643222; ;Гидрометеорология
9670147; ;Инноватика
9766158;https://vk.com/club9766158;немецкий
9773398; ;Философия
9790089; ;Реклама и связи с общественностью
9795424; ;Природопользование
9805466; ;Лингвистика. Перевод и переводоведение
9805749; ;Природопользование
9810319; ;искусство
9826753;https://vk.com/deutschcharkow;немецкий
9912504; ;Организация работы с молодежью
9957744; ;обществознание
9965157; ;Социальная работа
9970132; ;Социальная работа
10019164; ;Лингвистика. Перевод и переводоведение
10043388; ;Философия
10044871; ;Лингвистика. Перевод и переводоведение
10046460; ;Лингвистика. Перевод и переводоведение
10121713; ;Лингвистика. Перевод и переводоведение
10138172; ;Лингвистика. Перевод и переводоведение
10175642; ;учёба (курсы. программы. ЕГЭ)
10186807; ;Литературное творчество
10189701;https://vk.com/deutschinladoga;немецкий
10191782; ;Природопользование
10216918; ;культурология
10253788; ;Природопользование
10298526;https://vk.com/club10298526;немецкий
10359764; ;Лингвистика. Перевод и переводоведение
10361124; ;Философия
10367273; ;Лингвистика. Перевод и переводоведение
10413921; ;Природопользование
10521032; ;Социальная работа
10561153; ;Инноватика
10588121; ;Лингвистика. Перевод и переводоведение
10590526; ;Управление качеством
10592806; ;Социальная работа
10603276; ;Лингвистика. Перевод и переводоведение
10610526; ;Инноватика
10646692; ;история
10650687; ;культура
10665008; ;Лингвистика. Перевод и переводоведение
10673518; ;Лингвистика. Перевод и переводоведение
10682641; ;Лингвистика. Перевод и переводоведение
10696410; ;иностранные языки
10737566; ;Социальная работа
10738702; ;Философия
10791384; ;Лингвистика. Перевод и переводоведение
10826365; ;Лингвистика. Перевод и переводоведение
10840980;https://vk.com/club10840980;немецкий
10865353; ;иностранные языки
10866925;https://vk.com/deutscherdom;немецкий
10872240;https://vk.com/club10872240;немецкий
10879536; ;Организация работы с молодежью
10879619;https://vk.com/linguapolis;немецкий
10883223; ;Организация работы с молодежью
10949823; ;Литературное творчество
10968247; ;Лингвистика. Перевод и переводоведение
10989065; ;учёба (курсы. программы. ЕГЭ)
10995913; ;Социальная работа
11000484; ;Лингвистика. Перевод и переводоведение
11017941; ;геология
11069814; ;Лингвистика. Перевод и переводоведение
11123279;https://vk.com/german_native;немецкий
11217924; ;Инноватика
11224936; ;Организация работы с молодежью
11253687; ;Философия
11276503; ;Природопользование
11288856; ;Лингвистика. Перевод и переводоведение
11290534; ;Лингвистика. Перевод и переводоведение
11327159; ;Лингвистика. Перевод и переводоведение
11380523;https://vk.com/club11380523;немецкий
11447313; ;Лингвистика. Перевод и переводоведение
11457309; ;Лингвистика. Перевод и переводоведение
11517060; ;математика
11558537; ;Гидрометеорология
11603065; ;Лингвистика. Перевод и переводоведение
11611436; ;Природопользование
11651340; ;философия и эзотерика
11668472; ;Социальная работа
11670737; ;Социальная работа
11710557; ;Литературное творчество
11729312; ;Философия
11750699; ;Международные отношения
11759680; ;Организация работы с молодежью
11770972; ;Инноватика
11785552;https://vk.com/deutsch_club;немецкий
11787186; ;Лингвистика. Перевод и переводоведение
11794050; ;Лингвистика. Перевод и переводоведение
11823445; ;Природопользование
11823805; ;Лингвистика. Перевод и переводоведение
11831844; ;история
11833052; ;Философия
11834455; ;Организация работы с молодежью
11843216; ;Организация работы с молодежью
11852610;https://vk.com/club11852610;немецкий
11875198; ;культура
11916741; ;техника и технологии
11954516; ;учёба (курсы. программы. ЕГЭ)
11988489; ;Организация работы с молодежью
11991611; ;Лингвистика. Перевод и переводоведение
12073942; ;Реклама и связи с общественностью
12087280; ;учёба (курсы. программы. ЕГЭ)
12091323; ;геология
12098992; ;Лингвистика. Перевод и переводоведение
12105131; ;Социальная работа
12115665; ;Философия
12125538; ;техника и технологии
12137156; ;Лингвистика. Перевод и переводоведение
12175644;https://vk.com/club12175644;немецкий
12195524; ;история
12210081; ;Гидрометеорология
12220209; ;Социальная работа
12256935; ;Природопользование
12261754; ;Организация работы с молодежью
12274073; ;Международные отношения
12304697; ;Физика
12320137;https://vk.com/club12320137;немецкий
12329919; ;Лингвистика. Перевод и переводоведение
12352730; ;Лингвистика. Перевод и переводоведение
12372407; ;Физика
12380440; ;геология
12393545; ;Социальная работа
12394249; ;Социальная работа
12411277; ;Организация работы с молодежью
12426087; ;геология
12435104; ;искусство
12443151; ;Инноватика
12503177; ;Лингвистика. Перевод и переводоведение
12535375; ;Социальная работа
12539003; ;Социальная работа
12549098;https://vk.com/club12549098;немецкий
12561798; ;иностранные языки
12572010; ;Политология
12601436; ;Социальная работа
12601706; ;Лингвистика. Перевод и переводоведение
12648877; ;иностранные языки
12682147; ;Организация работы с молодежью
12692810; ;Лингвистика. Перевод и переводоведение
12694497; ;Природопользование
12743714; ;геология
12778764; ;история
12801896; ;Лингвистика. Перевод и переводоведение
12809471; ;учёба (курсы. программы. ЕГЭ)
12812934; ;Организация работы с молодежью
12819772; ;Лингвистика. Перевод и переводоведение
12826291; ;Социальная работа
12854956; ;Филология
12870118; ;история
12874350; ;Социальная работа
12875954;https://vk.com/club12875954;немецкий
12883975; ;геология
12897379; ;история
12903370; ;Организация работы с молодежью
12906911; ;Лингвистика. Перевод и переводоведение
12907562; ;Инноватика
12931340; ;иностранные языки
12939750;https://vk.com/club12939750;немецкий
12973005; ;Лингвистика. Перевод и переводоведение
